ID,SEQUENCE,POS,PROJECT,FILE
2858,Check Message,VB NN,django,messages.py
2859,Debug,VB,django,messages.py
2860,Info,NN,django,messages.py
2861,Warning,NN,django,messages.py
2862,Error,NN,django,messages.py
2863,Critical,JJ,django,messages.py
2864,Cache Handler,NN NN,django,__init__.py
2865,Dummy Cache,JJ NN,django,dummy.py
2866,Redis Serializer,NNP NN,django,redis.py
2867,Redis Cache Client,NNP NN NN,django,redis.py
2868,Redis Cache,NNP NN,django,redis.py
2869,Loc Mem Cache,NNP NN NN,django,locmem.py
2870,File Based Cache,NN JJ NN,django,filebased.py
2871,Invalid Cache Backend Error,JJ NN NN NN,django,base.py
2872,Cache Key Warning,NN NN NN,django,base.py
2873,Invalid Cache Key,JJ NN NN,django,base.py
2874,Base Cache,JJ NN,django,base.py
2875,Options,NNS,django,db.py
2876,Base Database Cache,NN NN NN,django,db.py
2877,Cache Entry,NN NN,django,db.py
2878,Database Cache,NN NN,django,db.py
2879,Base Mem cached Cache,JJ NN VBN NN,django,memcached.py
2880,Py Lib MC Cache,NNP NN NNP NN,django,memcached.py
2881,Py Mem cache Cache,NNP NN NN NN,django,memcached.py
2882,Static Files Handler Mixin,JJ NNS NN NN,django,handlers.py
2883,Static Files Handler,JJ NNS NN,django,handlers.py
2884,ASGI Static Files Handler,NNP JJ NNS NN,django,handlers.py
2885,Static Live Server Test Case,JJ JJ NN NN NN,django,testing.py
2886,Base Finder,JJ NN,django,finders.py
2887,File System Finder,NN NN NN,django,finders.py
2888,App Directories Finder,NN NNS NNP,django,finders.py
2889,Base Storage Finder,JJ NN NN,django,finders.py
2890,Default Storage Finder,JJ NN NN,django,finders.py
2891,Static Files Storage,JJ NNS NN,django,storage.py
2892,Hashed Files Mixin,VBN NNS NN,django,storage.py
2893,Manifest Files Mixin,VB NNS NN,django,storage.py
2894,Manifest Static Files Storage,VB JJ NNS NN,django,storage.py
2895,Configured Storage,JJ NN,django,storage.py
2896,Static Files Config,JJ NNS NN,django,apps.py
2897,Command,NN,django,findstatic.py
2898,Command,NN,django,runserver.py
2899,Command,NN,django,collectstatic.py
2900,Flat Page Admin,JJ NN NN,django,admin.py
2901,Flatpage Form,NNP NN,django,forms.py
2902,Meta,NNP,django,forms.py
2903,Flatpage Fallback Middleware,NNP JJ NN,django,middleware.py
2904,Flat Pages Config,JJ NNS NN,django,apps.py
2905,Flat Page,JJ NN,django,models.py
2906,Meta,NNP,django,models.py
2907,Flat Page Sitemap,JJ NN NN,django,sitemaps.py
2908,Flatpage Node,NNP NN,django,flatpages.py
2909,Migration,NN,django,0001_initial.py
2910,Minimum Length Validator,JJ NN NN,django,password_validation.py
2911,User Attribute Similarity Validator,NN NN NN NN,django,password_validation.py
2912,Common Password Validator,JJ NN NN,django,password_validation.py
2913,Numeric Password Validator,JJ NN NN,django,password_validation.py
2914,Base User Manager,JJ NN NN,django,base_user.py
2915,Abstract Base User,JJ JJ NN,django,base_user.py
2916,Meta,NNP,django,base_user.py
2917,Perm Lookup Dict,NNP NN NN,django,context_processors.py
2918,Perm Wrapper,NNP NNP,django,context_processors.py
2919,Password Reset Token Generator,NN NN NN NN,django,tokens.py
2920,Group Admin,NN NNP,django,admin.py
2921,User Admin,NN NN,django,admin.py
2922,ASCII Username Validator,NNP NN NN,django,validators.py
2923,Unicode Username Validator,NNP NN NN,django,validators.py
2924,Base Password Hasher,JJ NN NN,django,hashers.py
2925,PBKDF 2 Password Hasher,NNP CD NN NN,django,hashers.py
2926,PBKDF 2 SHA1 Password Hasher,NNP CD NNP NN NN,django,hashers.py
2927,Argon 2 Password Hasher,NN CD NN NN,django,hashers.py
2928,B Crypt SHA256 Password Hasher,FW NN NNP NN NN,django,hashers.py
2929,B Crypt Password Hasher,FW NN NN NN,django,hashers.py
2930,S crypt Password Hasher,FW NN NN NN,django,hashers.py
2931,MD5 Password Hasher,NNP NN NN,django,hashers.py
2932,Read Only Password Hash Widget,NN JJ NN NN NN,django,forms.py
2933,Read Only Password Hash Field,NN JJ NN NN NN,django,forms.py
2934,Username Field,NN NN,django,forms.py
2935,Set Password Mixin,VB NN NN,django,forms.py
2936,Base User Creation Form,JJ NN NN NN,django,forms.py
2937,Meta,NNP,django,forms.py
2938,User Creation Form,NN NN NN,django,forms.py
2939,User Change Form,NN NN NN,django,forms.py
2940,Meta,NNP,django,forms.py
2941,Authentication Form,NN NN,django,forms.py
2942,Password Reset Form,NN NN NN,django,forms.py
2943,Set Password Form,VB NN NN,django,forms.py
2944,Password Change Form,NN NN NN,django,forms.py
2945,Admin Password Change Form,NN NN NN NN,django,forms.py
2946,Authentication Middleware,NN NN,django,middleware.py
2947,Remote User Middleware,JJ NN NN,django,middleware.py
2948,Persistent Remote User Middleware,JJ JJ NN NN,django,middleware.py
2949,Access Mixin,NN NN,django,mixins.py
2950,Login Required Mixin,NN VBN NN,django,mixins.py
2951,Permission Required Mixin,NN VBN NN,django,mixins.py
2952,User Passes Test Mixin,NN NNS NN NN,django,mixins.py
2953,Base Backend,JJ NN,django,backends.py
2954,Model Backend,NN NN,django,backends.py
2955,Allow All Users Model Backend,VB DT NNS NN NN,django,backends.py
2956,Remote User Backend,JJ NN NN,django,backends.py
2957,Allow All Users Remote User Backend,VB DT NNS JJ NN NN,django,backends.py
2958,Redirect URL Mixin,VB NNP NN,django,views.py
2959,Login View,NN NN,django,views.py
2960,Logout View,NN NN,django,views.py
2961,Password Context Mixin,NN NN NN,django,views.py
2962,Password Reset View,NN NN NN,django,views.py
2963,Password Reset Done View,NN NN VBN NN,django,views.py
2964,Password Reset Confirm View,NN NN VB NN,django,views.py
2965,Password Reset Complete View,NN NN VB NN,django,views.py
2966,Password Change View,NN NN NN,django,views.py
2967,Password Change Done View,NN NN VBN NN,django,views.py
2968,Auth Config,NN NN,django,apps.py
2969,Permission Manager,NN NN,django,models.py
2970,Permission,NN,django,models.py
2971,Meta,NNP,django,models.py
2972,Group Manager,NN NN,django,models.py
2973,Group,NN,django,models.py
2974,Meta,NNP,django,models.py
2975,User Manager,NN NN,django,models.py
2976,Permissions Mixin,NNS NN,django,models.py
2977,Meta,NNP,django,models.py
2978,Abstract User,JJ NN,django,models.py
2979,Meta,NNP,django,models.py
2980,User,NN,django,models.py
2981,Meta,NNP,django,models.py
2982,Anonymous User,JJ NN,django,models.py
2983,Migration,NN,django,0003_alter_user_email_max_length.py
2984,Migration,NN,django,0001_initial.py
2985,Migration,NN,django,0008_alter_user_username_max_length.py
2986,Migration,NN,django,0005_alter_user_last_login_null.py
2987,Migration,NN,django,0012_alter_user_first_name_max_length.py
2988,Migration,NN,django,0010_alter_group_name_max_length.py
2989,Migration,NN,django,0007_alter_validators_add_error_messages.py
2990,Migration,NN,django,0002_alter_permission_name_max_length.py
2991,Migration,NN,django,0009_alter_user_last_name_max_length.py
2992,Migration,NN,django,0004_alter_user_username_opts.py
2993,Migration,NN,django,0011_update_proxy_permissions.py
2994,Migration,NN,django,0006_require_contenttypes_0002.py
2995,Command,NN,django,changepassword.py
2996,Not Running In TTY Exception,RB VBG IN NNP NN,django,createsuperuser.py
2997,Command,NN,django,createsuperuser.py
2998,Message Failure,NN NN,django,api.py
2999,Messages Test Mixin,NNS NN NN,django,test.py
