ID,SEQUENCE,POS,PROJECT,FILE
3975,bind to element,VB TO NN,intellij-community,SimpleAttributeReference.java
3976,handle element rename,VB NN VB,intellij-community,SimpleAttributeReference.java
3977,resolve,VB,intellij-community,SimpleAttributeReference.java
3978,resolve,VB,intellij-community,SimpleAttributeReference.java
3979,resolve impl,VB NNP,intellij-community,SimpleAttributeReference.java
3980,get text range,VB NN NN,intellij-community,SimpleAttributeReference.java
3981,is enabled by default,VBZ VBN IN NN,intellij-community,CheckEmptyTagInspection.java
3982,build visitor,VB NN,intellij-community,CheckEmptyTagInspection.java
3983,visit xml tag,VB NNP NN,intellij-community,CheckEmptyTagInspection.java
3984,is tag with empty end not allowed,VBZ NN IN JJ NN RB VBN,intellij-community,CheckEmptyTagInspection.java
3985,get group display name,VB NN NN NN,intellij-community,CheckEmptyTagInspection.java
3986,get display name,VB NN NN,intellij-community,CheckEmptyTagInspection.java
3987,get short name,VB JJ NN,intellij-community,CheckEmptyTagInspection.java
3988,get name,VB NN,intellij-community,CheckEmptyTagInspection.java
3989,apply fix,VB NN,intellij-community,CheckEmptyTagInspection.java
3990,get family name,VB JJ NN,intellij-community,CheckEmptyTagInspection.java
3991,get id,VB NN,intellij-community,InspectionsTopHitProvider.java
3992,get options,VB NNS,intellij-community,InspectionsTopHitProvider.java
3993,get task name,VB NN NN,intellij-community,TaskOperationDescriptor.java
3994,get instance,VB NN,intellij-community,GitVcsApplicationSettings.java
3995,get state,VB NN,intellij-community,GitVcsApplicationSettings.java
3996,load state,VB NN,intellij-community,GitVcsApplicationSettings.java
3997,get path to git,VB NN TO NN,intellij-community,GitVcsApplicationSettings.java
3998,set path to git,VB NN TO NN,intellij-community,GitVcsApplicationSettings.java
3999,set idea ssh,VB NN NNP,intellij-community,GitVcsApplicationSettings.java
4000,set pool size,VB NN NN,spring-framework,TaskExecutorFactoryBean.java
4001,set queue capacity,VB NN NN,spring-framework,TaskExecutorFactoryBean.java
4002,set rejected execution handler,VB JJ NN NN,spring-framework,TaskExecutorFactoryBean.java
4003,set keep alive seconds,VB VB JJ NNS,spring-framework,TaskExecutorFactoryBean.java
4004,set bean name,VB NN NN,spring-framework,TaskExecutorFactoryBean.java
4005,after properties set,IN NNS NN,spring-framework,TaskExecutorFactoryBean.java
4006,determine pool size range,VB NN NN NN,spring-framework,TaskExecutorFactoryBean.java
4007,get object,VB NN,spring-framework,TaskExecutorFactoryBean.java
4008,get object type,VB NN NN,spring-framework,TaskExecutorFactoryBean.java
4009,is singleton,VBZ NN,spring-framework,TaskExecutorFactoryBean.java
4010,destroy,VB,spring-framework,TaskExecutorFactoryBean.java
4011,get current transaction context,VB JJ NN NN,spring-framework,TransactionContextHolder.java
4012,set current transaction context,VB JJ NN NN,spring-framework,TransactionContextHolder.java
4013,remove current transaction context,VB JJ NN NN,spring-framework,TransactionContextHolder.java
4014,get metadata,VB NNS,spring-framework,AnnotatedGenericBeanDefinition.java
4015,get factory method metadata,VB NN NN NN,spring-framework,AnnotatedGenericBeanDefinition.java
4016,props,NNS,spring-framework,PropertiesConversionSpelTests.java
4017,map with all string values,VB IN DT NN NNS,spring-framework,PropertiesConversionSpelTests.java
4018,map with non string value,NN IN RB NN NN,spring-framework,PropertiesConversionSpelTests.java
4019,custom map with non string value,NN VB IN RB NN NN,spring-framework,PropertiesConversionSpelTests.java
4020,foo,NNP,spring-framework,PropertiesConversionSpelTests.java
4021,resolve locale,VB VB,spring-framework,LocaleResolver.java
4022,set locale,VB VB,spring-framework,LocaleResolver.java
4023,set up,VB RP,spring-framework,ProxyFactoryBeanTests.java
4024,test is dynamic proxy when interface specified,VB VBZ JJ NN WRB NN VBN,spring-framework,ProxyFactoryBeanTests.java
4025,test is dynamic proxy when interface specified for prototype,VB VBZ JJ NN WRB NN VBN IN NN,spring-framework,ProxyFactoryBeanTests.java
4026,test is dynamic proxy when autodetecting interfaces,VB VBZ JJ NN WRB VBG NNS,spring-framework,ProxyFactoryBeanTests.java
4027,test is dynamic proxy when autodetecting interfaces for prototype,VB VBZ JJ NN WRB VBG NNS IN NN,spring-framework,ProxyFactoryBeanTests.java
4028,test double target sources are rejected,VB JJ NN NNS VBP VBN,spring-framework,ProxyFactoryBeanTests.java
4029,test double target source is rejected,VB JJ NN NN VBZ VBN,spring-framework,ProxyFactoryBeanTests.java
4030,test target source not at end of interceptor names is rejected,VB NN NN RB IN NN IN NN NNS VBZ VBN,spring-framework,ProxyFactoryBeanTests.java
4031,test get object type with direct target,VB VB NN NN IN JJ NN,spring-framework,ProxyFactoryBeanTests.java
4032,test get object type with target via target source,VB VB NN NN IN NN IN NN NN,spring-framework,ProxyFactoryBeanTests.java
4033,test get object type with no target or target source,VB VB NN NN IN DT NN CC NN NN,spring-framework,ProxyFactoryBeanTests.java
4034,test singleton instances are equal,VB NN NNS VBP JJ,spring-framework,ProxyFactoryBeanTests.java
4035,test prototype instances are not equal,VB NN NNS VBP RB JJ,spring-framework,ProxyFactoryBeanTests.java
4036,test prototype instances are independent,VB NN NNS VBP JJ,spring-framework,ProxyFactoryBeanTests.java
4037,test cglib prototype instance,VB NN NN NN,spring-framework,ProxyFactoryBeanTests.java
4038,test auto invoker,VB JJ NN,spring-framework,ProxyFactoryBeanTests.java
4039,test can get factory reference and manipulate,VB MD VB JJ NN CC NN,spring-framework,ProxyFactoryBeanTests.java
4040,invoke,VB,spring-framework,ProxyFactoryBeanTests.java
4041,test target as inner bean,VB NN IN JJ NN,spring-framework,ProxyFactoryBeanTests.java
4042,test can add and remove aspect interfaces on prototype,VB MD VB CC VB NN NNS IN NN,spring-framework,ProxyFactoryBeanTests.java
4043,test can add and remove advices on singleton,VB MD VB CC VB NNS IN NN,spring-framework,ProxyFactoryBeanTests.java
4044,test method pointcuts,VB NN NNS,spring-framework,ProxyFactoryBeanTests.java
4045,test can add throws advice without advisor,VB VB VBP VBZ NN IN NN,spring-framework,ProxyFactoryBeanTests.java
4046,test empty interceptor names,VB JJ NN NNS,spring-framework,ProxyFactoryBeanTests.java
4047,test globals without target,VB NNS IN NN,spring-framework,ProxyFactoryBeanTests.java
4048,test globals can add aspect interfaces,VB NNS VB VB NN NNS,spring-framework,ProxyFactoryBeanTests.java
4049,test serializable singleton proxy,VB JJ NN NN,spring-framework,ProxyFactoryBeanTests.java
4050,test serializable prototype proxy,VB JJ NN NN,spring-framework,ProxyFactoryBeanTests.java
4051,test serializable singleton proxy factory bean,VB JJ NN NN NN NN,spring-framework,ProxyFactoryBeanTests.java
4052,test proxy not serializable because of advice,VB NN RB JJ IN IN NN,spring-framework,ProxyFactoryBeanTests.java
4053,test prototype advisor,VB NN NN,spring-framework,ProxyFactoryBeanTests.java
4054,test prototype interceptor singleton target,VB NN NN NN NN,spring-framework,ProxyFactoryBeanTests.java
4055,test inner bean target using autowiring,VB JJ NN NN VBG VBG,spring-framework,ProxyFactoryBeanTests.java
4056,test frozen factory bean,VB JJ NN NN,spring-framework,ProxyFactoryBeanTests.java
4057,test detects interfaces,VB NNS NNS,spring-framework,ProxyFactoryBeanTests.java
4058,reset,VB,spring-framework,ProxyFactoryBeanTests.java
4059,invoke,VB,spring-framework,ProxyFactoryBeanTests.java
4060,matches,VBZ,spring-framework,ProxyFactoryBeanTests.java
4061,globals added,NNS VBN,spring-framework,ProxyFactoryBeanTests.java
4062,implements interface,NNS NN,spring-framework,ProxyFactoryBeanTests.java
4063,invoke,VB,spring-framework,ProxyFactoryBeanTests.java
4064,get class filter,VB NN NN,spring-framework,ProxyFactoryBeanTests.java
4065,get advice,VB NN,spring-framework,ProxyFactoryBeanTests.java
4066,get interfaces,VB NNS,spring-framework,ProxyFactoryBeanTests.java
4067,is per instance,VBZ IN NN,spring-framework,ProxyFactoryBeanTests.java
4068,validate interfaces,VB NNS,spring-framework,ProxyFactoryBeanTests.java
4069,get decorated navigation handler,VB VBN NN NN,spring-framework,DecoratingNavigationHandler.java
4070,handle navigation,VB NN,spring-framework,DecoratingNavigationHandler.java
4071,handle navigation,VB NN,spring-framework,DecoratingNavigationHandler.java
4072,call next handler in chain,VB JJ NN IN NN,spring-framework,DecoratingNavigationHandler.java
4073,can convert,MD VB,spring-framework,TypeConverter.java
4074,convert value,VB NN,spring-framework,TypeConverter.java
4075,set name,VB NN,spring-framework,JobDetailFactoryBean.java
4076,set group,VB NN,spring-framework,JobDetailFactoryBean.java
4077,set job class,VB NN NN,spring-framework,JobDetailFactoryBean.java
4078,set job data map,VB NN NNS NN,spring-framework,JobDetailFactoryBean.java
4079,get job data map,VB NN NNS NN,spring-framework,JobDetailFactoryBean.java
4080,set job data as map,VB NN NNS IN NN,spring-framework,JobDetailFactoryBean.java
4081,set durability,VB NN,spring-framework,JobDetailFactoryBean.java
4082,set requests recovery,VB NNS NN,spring-framework,JobDetailFactoryBean.java
4083,set description,VB NN,spring-framework,JobDetailFactoryBean.java
4084,set bean name,VB NN NN,spring-framework,JobDetailFactoryBean.java
4085,set application context,VB NN NN,spring-framework,JobDetailFactoryBean.java
4086,set application context job data key,VB NN NN NN NNS NN,spring-framework,JobDetailFactoryBean.java
4087,after properties set,IN NNS NN,spring-framework,JobDetailFactoryBean.java
4088,get object,VB NN,spring-framework,JobDetailFactoryBean.java
4089,get object type,VB NN NN,spring-framework,JobDetailFactoryBean.java
4090,is singleton,VBZ NN,spring-framework,JobDetailFactoryBean.java
4091,lifecycle bean,NN NN,spring-framework,Jsr250LifecycleTests.java
4092,before all tests,IN DT NNS,spring-framework,Jsr250LifecycleTests.java
4093,after test suite,IN NN NN,spring-framework,Jsr250LifecycleTests.java
4094,set up,VB RP,spring-framework,Jsr250LifecycleTests.java
4095,tear down,VB RP,spring-framework,Jsr250LifecycleTests.java
4096,test 1,NN CD,spring-framework,Jsr250LifecycleTests.java
4097,test 2,NN CD,spring-framework,Jsr250LifecycleTests.java
4098,get sql exception,VB NNP NN,spring-framework,InvalidResultSetAccessException.java
4099,get sql,VB NNP,spring-framework,InvalidResultSetAccessException.java
4100,set as text,VB IN NN,spring-framework,PatternEditor.java
4101,get as text,VB IN NN,spring-framework,PatternEditor.java
4102,multipart request,NN NN,spring-framework,FileUploadControllerTests.java
4103,multipart request wrapped,NN NN VBN,spring-framework,FileUploadControllerTests.java
4104,process multipart,VB NN,spring-framework,FileUploadControllerTests.java
4105,process multipart,VB NN,spring-framework,FileUploadControllerTests.java
4106,do filter internal,VBP NN JJ,spring-framework,FileUploadControllerTests.java
4107,match,VB,spring-framework,RegexPatternTypeFilter.java
4108,copy to byte array,VB TO NN NN,spring-framework,StreamUtils.java
4109,copy to string,VB TO NN,spring-framework,StreamUtils.java
4110,copy,VB,spring-framework,StreamUtils.java
4111,copy,VB,spring-framework,StreamUtils.java
4112,copy,VB,spring-framework,StreamUtils.java
4113,empty input,JJ NN,spring-framework,StreamUtils.java
4114,non closing,RB VBG,spring-framework,StreamUtils.java
4115,non closing,RB VBG,spring-framework,StreamUtils.java
4116,close,VB,spring-framework,StreamUtils.java
4117,write,VB,spring-framework,StreamUtils.java
4118,close,VB,spring-framework,StreamUtils.java
4119,test byte array resource,VB NN NN NN,spring-framework,ResourceTests.java
4120,test byte array resource with description,VB NN NN NN IN NN,spring-framework,ResourceTests.java
4121,test input stream resource,VB NN NN NN,spring-framework,ResourceTests.java
4122,test input stream resource with description,VB NN NN NN IN NN,spring-framework,ResourceTests.java
4123,test class path resource,VB NN NN NN,spring-framework,ResourceTests.java
4124,test class path resource with class loader,VB NN NN NN IN NN NN,spring-framework,ResourceTests.java
4125,test class path resource with class,VB NN NN NN IN NN,spring-framework,ResourceTests.java
4126,test file system resource,VB NN NN NN,spring-framework,ResourceTests.java
4127,test url resource,VB NN NN,spring-framework,ResourceTests.java
4128,do test resource,VB VB NN,spring-framework,ResourceTests.java
4129,test class path resource with relative path,VB NN NN NN IN JJ NN,spring-framework,ResourceTests.java
4130,test file system resource with relative path,VB NN NN NN IN JJ NN,spring-framework,ResourceTests.java
4131,test url resource with relative path,VB NNP NN IN JJ NN,spring-framework,ResourceTests.java
4132,test non file resource exists,VB NN NN NN VBZ,spring-framework,ResourceTests.java
4133,test abstract resource exceptions,VB JJ NN NNS,spring-framework,ResourceTests.java
4134,get description,VB NN,spring-framework,ResourceTests.java
4135,get input stream,VB NN NN,spring-framework,ResourceTests.java
4136,test content length,VB NN NN,spring-framework,ResourceTests.java
4137,get input stream,VB NN NN,spring-framework,ResourceTests.java
4138,get description,VB NN,spring-framework,ResourceTests.java
4139,test content length with null input stream,VB NN NN IN JJ NN NN,spring-framework,ResourceTests.java
4140,get input stream,VB NN NN,spring-framework,ResourceTests.java
4141,get description,VB NN,spring-framework,ResourceTests.java
4142,convert typed value,VB VBN NN,spring-framework,ExpressionUtils.java
4143,to int,TO NN,spring-framework,ExpressionUtils.java
4144,to boolean,TO NN,spring-framework,ExpressionUtils.java
4145,to double,TO NN,spring-framework,ExpressionUtils.java
4146,to long,TO NN,spring-framework,ExpressionUtils.java
4147,to char,TO NN,spring-framework,ExpressionUtils.java
4148,to short,TO NN,spring-framework,ExpressionUtils.java
